 id  | recipe_api_id | ingredient_api_id 
 157 |        198272 |             10151
 158 |        198272 |          10111549
 159 |        198272 |             11282
 160 |        198272 |              1033
 161 |        688040 |             11007
 162 |        688040 |             11457
 163 |        688040 |              2044
 164 |        688040 |          10211821
 165 |        688040 |          10011693
 166 |        688040 |              2044
 167 |        688040 |             11215
 168 |        688040 |             11215
 169 |        688040 |              1016
 170 |        688040 |              1029
 171 |        688040 |          10620420
 172 |        688040 |          10011282
 173 |        688040 |           1032009
 174 |        749120 |             11011
 175 |        749120 |             11156
 176 |        749120 |              2041
 177 |        749120 |             11233
 178 |        749120 |              9156
 179 |        749120 |              1033
 180 |        749120 |          11120420
 181 |        749120 |          10211821
 182 |        749120 |          10011300
 183 |        592686 |           1006615
 184 |        592686 |          10011693
 185 |        592686 |              2003
 186 |        592686 |             11215
 187 |        592686 |             11282
 188 |        592686 |              2027
 189 |        592686 |             20420
 190 |        592686 |           1032009
 191 |        592686 |          10011457
 192 |        443063 |              2069
 193 |        443063 |          10220445
 194 |        443063 |             11215
 195 |        443063 |             11916
 196 |        443063 |          10011457
 197 |        996436 |              9037
 198 |        996436 |              2069
 199 |        996436 |          10211821
 200 |        996436 |              2044
 201 |        996436 |             11215
 202 |        996436 |          10011282
 203 |        996436 |             15076
 204 |        996436 |             11529
 205 |        959299 |             11052
 206 |        959299 |          10111529
 207 |        959299 |              9152
 208 |        959299 |             93698
 209 |        959299 |             15076
 210 |        828936 |             11457
 211 |        828936 |              2044
 212 |        828936 |           1002020
 213 |        828936 |          10620420
 214 |        828936 |              1028
 215 |        828936 |              1037
 216 |        828936 |             11549
 217 |        828936 |             11951
 218 |        621272 |             11457
 219 |        621272 |              6172
 220 |        621272 |             11215
 221 |        621272 |              7927
 222 |        621272 |              1026
 223 |        621272 |             11260
 224 |        621272 |              1033
 225 |        621272 |          11120420
 226 |        621272 |          10011282
 227 |        621272 |           1032009
 228 |        954350 |             11457
 229 |        954350 |          10011693
 230 |        954350 |             11124
 231 |        954350 |              2044
 232 |        954350 |             11821
 233 |        954350 |          10511282
 234 |        954350 |             11477
 235 |        591173 |             11485
 236 |        591173 |              9078
 237 |        591173 |              1033
 238 |        591173 |             11297
 239 |        591173 |             20420
 240 |        591173 |             99226
 241 |        678499 |              2004
 242 |        678499 |             11485
 243 |        678499 |          10011693
 244 |        678499 |             11124
 245 |        678499 |          10020499
 246 |        678499 |              2063
 247 |        678499 |              2049
 248 |        678499 |             11215
 249 |        678499 |             11233
 250 |        678499 |             16033
 251 |        678499 |              6615
 252 |        678499 |          10511282
 253 |        678499 |          10211362
 254 |        678499 |             11477
 255 |         20067 |             11485
 256 |         20067 |             11156
 257 |         20067 |             12120
 258 |         20067 |              9156
 259 |         20067 |              1033
 260 |         20067 |             11147
 261 |         20067 |          10511282
 262 |        620122 |          10211821
 263 |        620122 |          10011693
 264 |        620122 |             11143
 265 |        620122 |              2003
 266 |        620122 |             16042
 267 |        620122 |              2063
 268 |        620122 |             11215
 269 |        620122 |             11233
 270 |        620122 |             93690
 271 |        620122 |             11282
 272 |        620122 |              2027
 273 |        620122 |             20420
 274 |        620122 |           1032009
 275 |        620122 |           1012028
 276 |        709339 |              9040
 277 |        709339 |             99075
 278 |        709339 |             19165
 279 |        709339 |              1012
 280 |        709339 |              2050
 281 |        736024 |              2044
 282 |        736024 |              2004
 283 |        736024 |             18064
 284 |        736024 |          10016051
 285 |        736024 |          10111143
 286 |        736024 |             11304
 287 |        736024 |             11215
 288 |        736024 |             11233
 289 |        736024 |             11246
 290 |        736024 |              9156
 291 |        736024 |           1006970
 292 |        736024 |             11282
 293 |        736024 |              1033
 294 |        736024 |             11297
 295 |        736024 |             12151
 296 |        736024 |           1032009
 297 |        736024 |          10011300
 298 |        736024 |              2049
 299 |         19709 |             18064
 300 |         19709 |          10011693
 301 |         19709 |              1123
 302 |         19709 |             11297
 303 |         19709 |             11463
 304 |         19709 |             11215
 305 |         19709 |             23557
 306 |         19709 |             11282
 307 |         19709 |              1038
 308 |        695416 |             16058
 309 |        695416 |             11143
 310 |        695416 |             11147
 311 |        695416 |             11297
 312 |        695416 |             11215
 313 |        695416 |             11246
 314 |        695416 |             11282
 315 |        695416 |              1033
 316 |        695416 |             11304
 317 |        695416 |          10211821
 318 |        695416 |             20499
 319 |        695416 |             11477
 320 |        486817 |             11260
 321 |        486817 |             11215
 322 |        486817 |           1022027
 323 |        486817 |             11282
 324 |        486817 |             20066
 325 |        486817 |             11529
 326 |        486817 |              2069
 327 |         30687 |             18064
 328 |         30687 |             11135
 329 |         30687 |             11819
 330 |         30687 |             11297
 331 |         30687 |             15002
 332 |         30687 |              1033
 333 |         30687 |          10020052
 334 |        616091 |          10011693
 335 |        616091 |              2054
 336 |        616091 |             11135
 337 |        616091 |             11297
 338 |        616091 |             11215
 339 |        616091 |           1009195
 340 |        616091 |              2027
 341 |        616091 |           1032009
 342 |        494262 |          10020052
 343 |        494262 |             11457
 344 |        494262 |              6172
 345 |        494262 |             11174
 346 |        494262 |             11215
 347 |        494262 |              1032
 348 |        494262 |             11282
 349 |        494262 |          10211821
 350 |        494262 |              5114
 351 |        578104 |           1059195
 352 |        578104 |          10211821
 353 |        578104 |              2054
 354 |        578104 |             11819
 355 |        578104 |             11297
 356 |        578104 |             11215
 357 |        578104 |             11282
 358 |        578104 |          11420420
 359 |        578104 |             11547
 360 |        578104 |             11529
 361 |         26902 |              2044
 362 |         26902 |             11215
 363 |         26902 |          11420420
 364 |         26902 |             11529
 365 |        595401 |          10211821
 366 |        595401 |           1059195
 367 |        595401 |          10011090
 368 |        595401 |             11124
 369 |        595401 |              6172
 370 |        595401 |             20027
 371 |        595401 |              2044
 372 |        595401 |             11297
 373 |        595401 |             11215
 374 |        595401 |          10111529
 375 |        595401 |             11282
 376 |        595401 |          10011821
 377 |        595401 |              2027
 378 |        595401 |              1033
 379 |        595401 |           1032009
 380 |        595401 |             11641
 381 |        595401 |          12020420
 382 |        595401 |             11477
 383 |        506334 |             20041
 384 |        506334 |              1026
 385 |        506334 |             11549
 386 |        506334 |             11821
 387 |        506334 |           1032009
 388 |        506334 |          10011457
 389 |        506334 |             11294
 390 |        506334 |              7278
 391 |         77001 |          10011693
 392 |         77001 |              5064
 393 |         77001 |             20421
 394 |         77001 |             11212
 395 |         77001 |             11215
 396 |         77001 |             11282
 397 |         77001 |              2027
 398 |        209205 |              2004
 399 |        209205 |             11485
 400 |        209205 |              1020
 401 |        209205 |             99226
 402 |        209205 |             11215
 403 |        209205 |              1082
 404 |        209205 |              2025
 405 |        209205 |             11282
 406 |        209205 |          10620420
 407 |        209205 |          10011457
 408 |        209205 |              2049
 409 |        558606 |             11124
 410 |        558606 |              5064
 411 |        558606 |             11215
 412 |        558606 |             11216
 413 |        558606 |             11291
 414 |        558606 |             93651
 415 |        558606 |             16098
 416 |        558606 |             16091
 417 |        558606 |             11821
 418 |        558606 |           1022053
 419 |        558606 |          10011457
 420 |        558606 |          10543028
 421 |        558606 |             18364
 422 |         52256 |           1042027
 423 |         52256 |          10011693
 424 |         52256 |             16025
 425 |         52256 |             20048
 426 |         52256 |          10211821
 427 |        223743 |             11209
 428 |        223743 |             11260
 429 |        223743 |             11916
 430 |        223743 |          10011547
 431 |        223743 |          10620420
 432 |        223743 |             11463
 433 |        223743 |              1036
 434 |        223743 |              1033
 435 |        223743 |             12147
 436 |        262957 |             16163
 437 |        262957 |             11463
 438 |        262957 |           1022020
 439 |        262957 |           1022027
 440 |        262957 |              9152
 441 |        262957 |          10111549
 442 |        262957 |             93690
 443 |        262957 |              1033
 444 |        262957 |          10120124
 445 |        617062 |             20004
 446 |        617062 |              2004
 447 |        617062 |              6172
 448 |        617062 |             11266
 449 |        617062 |              2042
 450 |        617062 |             14106
 451 |        617062 |             11957
 452 |        617062 |             11215
 453 |        617062 |             20005
 454 |        617062 |             11265
 455 |        617062 |          10011457
 456 |        617062 |              1145
 457 |        505049 |             11011
 458 |        505049 |          10011268
 459 |        505049 |             11215
 460 |        505049 |             11260
 461 |        505049 |             20035
 462 |        505049 |             11677
 463 |        505049 |          10011457
 464 |        505049 |              6615
 465 |        262710 |          10211821
 466 |        262710 |             16034
 467 |        262710 |             11124
 468 |        262710 |              2044
 469 |        262710 |             11297
 470 |        262710 |             11215
 471 |        262710 |             12220
 472 |        262710 |             11956
 473 |        262710 |              2027
 474 |        262710 |           1032009
 475 |        262710 |              8120
 476 |        262710 |             12155
 477 |        998351 |              2044
 478 |        998351 |              2044
 479 |        998351 |          10211821
 480 |        998351 |             11124
 481 |        998351 |          10311529
 482 |        998351 |             11266
 483 |        998351 |             16163
 484 |        998351 |             11957
 485 |        998351 |             11215
 486 |        998351 |             11215
 487 |        998351 |              9152
 488 |        998351 |             11233
 489 |        998351 |          10620420
 490 |        998351 |             11246
 491 |        998351 |              1026
 492 |        998351 |             93690
 493 |        998351 |              2027
 494 |        998351 |          10011282
 495 |        998351 |           1032009
 496 |        998351 |             11477
 497 |        537611 |              6194
 498 |        537611 |             11215
 499 |        537611 |           1022020
 500 |        537611 |              1049
 501 |        537611 |             11233
 502 |        537611 |              1009
 503 |        537611 |             11821
 504 |        537611 |          10011355
 505 |        537611 |          10511282
 506 |        729352 |             16026
 507 |        729352 |          10011693
 508 |        729352 |             11124
 509 |        729352 |             18242
 510 |        729352 |              7927
 511 |        729352 |             11233
 512 |        729352 |             11282
 513 |        729352 |              6970
 514 |        771975 |             12061
 515 |        771975 |             18033
 516 |        771975 |              2031
 517 |        771975 |             11156
 518 |        771975 |             11297
 519 |        771975 |              2049
 520 |        771975 |             11215
 521 |        771975 |              9152
 522 |        771975 |              1056
 523 |        771975 |          10011457
 524 |        250991 |             93607
 525 |        250991 |              2044
 526 |        250991 |          10011090
 527 |        250991 |             11124
 528 |        250991 |             11215
 529 |        250991 |          10111529
 530 |        250991 |              9037
 531 |        250991 |              9152
 532 |        250991 |          11120420
 533 |        250991 |             12087
 534 |        250991 |             11291
 535 |        250991 |             11477
 536 |        496919 |              9003
 537 |        496919 |             18033
 538 |        496919 |              2069
 539 |        496919 |             11080
 540 |        496919 |           1002046
 541 |        496919 |             11233
 542 |        496919 |              1026
 543 |        496919 |             12036
 544 |        243663 |              6170
 545 |        243663 |           1032028
 546 |        243663 |          10016034
 547 |        243663 |          10011693
 548 |        243663 |          10016051
 549 |        243663 |             11124
 550 |        243663 |             11143
 551 |        243663 |             11161
 552 |        243663 |          10020499
 553 |        243663 |              2003
 554 |        243663 |              2038
 555 |        243663 |             11215
 556 |        243663 |          10023572
 557 |        243663 |           1022027
 558 |        243663 |             11282
 559 |        243663 |             31008
 560 |        752413 |          10011693
 561 |        752413 |          10011135
 562 |        752413 |              1123
 563 |        752413 |             11297
 564 |        752413 |              2044
 565 |        752413 |             11215
 566 |        752413 |              1033
 567 |        752413 |              1028
 568 |        752413 |              1037
 569 |        752413 |             11821
 570 |        752413 |             11887
 571 |        752413 |          10120124
 572 |        245768 |             11266
 573 |        245768 |             11238
 574 |        245768 |             11282
 575 |        245768 |             11215
 576 |        245768 |             11887
 577 |        245768 |             11549
 578 |        245768 |          10011693
 579 |        245768 |              2042
 580 |        245768 |           1032009
 581 |        245768 |             11463
 582 |        245768 |          10620420
 583 |        245768 |              1036
 584 |        245768 |              2044
 585 |        245768 |              1038
 586 |        245768 |           1001026
 587 |        619678 |             11482
 588 |        619678 |              2063
 589 |        619678 |             11215
 590 |        619678 |              1033
 591 |        619678 |             12142
 592 |        619678 |          10011457
 593 |        619678 |             11564
 594 |        594351 |              2044
 595 |        594351 |          10111549
 596 |        594351 |             42304
 597 |        594351 |             11529
 598 |        487394 |          10211821
 599 |        487394 |           1059195
 600 |        487394 |             18375
 601 |        487394 |              2044
 602 |        487394 |          10111297
 603 |        487394 |             11215
 604 |        487394 |           1029195
 605 |        487394 |              1026
 606 |        487394 |             11282
 607 |        487394 |              2027
 608 |        487394 |             14096
 609 |        487394 |             11529
 610 |        487394 |             11529
 611 |        602979 |              2044
 612 |        602979 |              2044
 613 |        602979 |             11477
 614 |        602979 |              9087
 615 |        602979 |             11215
 616 |        602979 |              9152
 617 |        602979 |              9152
 618 |        602979 |             93690
 619 |        602979 |             11282
 620 |        602979 |              2027
 621 |        602979 |             12147
 622 |        602979 |             12151
 623 |        602979 |             12087
 624 |        602979 |          10011457
 625 |        602979 |             11955
 626 |        602979 |             11529
 627 |        602979 |             11529
 628 |        591620 |              2044
 629 |        591620 |          10011693
 630 |        591620 |             11124
 631 |        591620 |             11143
 632 |        591620 |           1041009
 633 |        591620 |              6080
 634 |        591620 |             11215
 635 |        591620 |             11052
 636 |        591620 |             16033
 637 |        591620 |             99144
 638 |        591620 |             11282
 639 |        591620 |              2027
 640 |        591620 |             11297
 641 |        591620 |             20420
 642 |        591620 |             11549
 643 |         15276 |             11215
 644 |         15276 |             11233
 645 |         15276 |             11282
 646 |         15276 |          10211821
 647 |         15276 |             20035
 648 |         15276 |             15076
 649 |         15276 |              6615
 650 |        758660 |             93630
 651 |        758660 |             11215
 652 |        758660 |              1159
 653 |        758660 |             11233
 654 |        758660 |          10620420
 655 |        758660 |              1033
 656 |        758660 |           1032009
 657 |        758660 |             11547
 658 |         20376 |          10211821
 659 |         20376 |             12087
 660 |         20376 |             11266
 661 |         20376 |             11215
 662 |         20376 |           1002020
 663 |         20376 |              9152
 664 |         20376 |             11246
 665 |         20376 |             16112
 666 |         20376 |             11265
 667 |         20376 |             11641
 668 |         20376 |             11147
 669 |         20376 |             11477
 670 |        521509 |              5064
 671 |        521509 |           1022020
 672 |        521509 |              2027
 673 |        521509 |              1033
 674 |        521509 |              1037
 675 |        521509 |             11887
 676 |        830830 |             11297
 677 |        830830 |             11215
 678 |        830830 |             11233
 679 |        830830 |             11246
 680 |        830830 |              2027
 681 |        830830 |              1033
 682 |        830830 |             20005
 683 |        830830 |              6615
 684 |        830830 |             11260
 685 |        830830 |             14106
 686 |        514635 |          10211821
 687 |        514635 |             11549
 688 |        514635 |           1001026
 689 |        514635 |             18351
 690 |        248876 |              2004
 691 |        248876 |          10016051
 692 |        248876 |          10011693
 693 |        248876 |             11124
 694 |        248876 |             11143
 695 |        248876 |              6172
 696 |        248876 |          10020499
 697 |        248876 |              2018
 698 |        248876 |             11215
 699 |        248876 |              7036
 700 |        248876 |             11282
 701 |        248876 |              2027
 702 |        248876 |              1033
 703 |        248876 |           1032009
 704 |        248876 |             11887
 705 |        248876 |             14106
 706 |        695547 |              2054
 707 |        695547 |           1032009
 708 |        695547 |             11209
 709 |        695547 |             11297
 710 |        695547 |             11215
 711 |        695547 |           1029195
 712 |        695547 |          10411529
 713 |        695547 |           1022068
 714 |        695547 |          10420124
 715 |        573321 |             11457
 716 |        573321 |          10211821
 717 |        573321 |             11009
 718 |        573321 |             11215
 719 |        573321 |              9156
 720 |        573321 |             15147
 721 |        573321 |             11282
 722 |        573321 |             20005
 723 |        573321 |              1038
 724 |        573321 |             15152
 725 |        516775 |          10011693
 726 |        516775 |             16051
 727 |        516775 |           1032009
 728 |        516775 |              2044
 729 |        516775 |             11463
 730 |        516775 |             11215
 731 |        516775 |             98853
 732 |        516775 |             11282
 733 |        516775 |              1033
 734 |        516775 |              1028
 735 |        101643 |              2069
 736 |        101643 |              2054
 737 |        101643 |             11215
 738 |        101643 |          10211821
 739 |        101643 |             11147
 740 |        487780 |             10123
 741 |        487780 |             18033
 742 |        487780 |              2004
 743 |        487780 |             11485
 744 |        487780 |          10016051
 745 |        487780 |          10011693
 746 |        487780 |             11124
 747 |        487780 |             11143
 748 |        487780 |              6172
 749 |        487780 |              2042
 750 |        487780 |             11215
 751 |        487780 |             11233
 752 |        487780 |              1033
 753 |        487780 |             20420
 754 |        487780 |          10511282
 755 |        758976 |           1059195
 756 |        758976 |             18079
 757 |        758976 |              2044
 758 |        758976 |             11297
 759 |        758976 |             11215
 760 |        758976 |              1033
 761 |        758976 |          11220420
 762 |        758976 |             98971
 763 |        758976 |             11549
 764 |        762009 |             11233
 765 |        762009 |             93701
 766 |        762009 |             11549
 767 |        677809 |              2054
 768 |        677809 |          10311529
 769 |        677809 |              2044
 770 |        677809 |             11297
 771 |        677809 |             11215
 772 |        677809 |           1039195
 773 |        677809 |             15119
 774 |        677809 |             12147
 775 |        677809 |           1032009
 776 |        677809 |              1036
 777 |        677809 |             11238
 778 |        677809 |             11492
 779 |        496203 |             93607
 780 |        496203 |             11135
 781 |        496203 |             11215
 782 |        496203 |              9152
 783 |        496203 |             93690
 784 |        496203 |             11282
 785 |        496203 |             11477
 786 |        584303 |              2003
 787 |        584303 |             16163
 788 |        584303 |             11463
 789 |        584303 |             16158
 790 |        584303 |           1022020
 791 |        584303 |          10111549
 792 |        584303 |             93690
 793 |        584303 |          10120124
 794 |        525490 |              6194
 795 |        525490 |              7927
 796 |        525490 |             11233
 797 |        525490 |              1033
 798 |        525490 |          11120420
 799 |        508369 |          10011693
 800 |        508369 |          10620421
 801 |        508369 |           1032009
 802 |        508369 |              2044
 803 |        508369 |             11463
 804 |        508369 |             11215
 805 |        508369 |             11215
 806 |        508369 |             11333
 807 |        508369 |              1026
 808 |        508369 |             11282
 809 |        508369 |              2027
 810 |        508369 |              1033
 811 |        508369 |             11821
 812 |        508369 |           1022068
 813 |        508369 |              1036
 814 |        508369 |             11916
 815 |        508369 |             11641
 816 |        508369 |             11477
 817 |        627791 |             93607
 818 |        627791 |             11485
 819 |        627791 |             11215
 820 |        627791 |             11215
 821 |        627791 |           1002044
 822 |        627791 |              9156
 823 |        627791 |              1026
 824 |        627791 |             93690
 825 |        627791 |             11282
 826 |        627791 |             12147
 827 |        627791 |             12087
 828 |        627791 |          10011457
 829 |        627791 |             11529
 830 |        627791 |             11477
 831 |        616388 |             11485
 832 |        616388 |             99226
 833 |        616388 |             11463
 834 |        616388 |             11215
 835 |        616388 |              1033
 836 |        616388 |              1036
 837 |        616388 |             11677
 838 |        616388 |           1005114
 839 |        616388 |          10120124
 840 |        667188 |             18375
 841 |        667188 |             19296
 842 |        667188 |             11549
 843 |        212657 |             11282
 844 |        212657 |          10020052
 845 |        212657 |             11011
 846 |        212657 |              6615
 847 |        212657 |             11297
 848 |        212657 |             11011
 849 |        212657 |          10311529
 850 |        212657 |              1033
 851 |        262959 |             20125
 852 |        262959 |              1077
 853 |        262959 |              2025
 854 |        262959 |             93690
 855 |        262959 |             16161
 856 |        612786 |             11485
 857 |        612786 |              9078
 858 |        612786 |             18075
 859 |        612786 |           1002035
 860 |        612786 |             12155
 861 |        612786 |           1012069
 862 |        612786 |          10611282
 863 |       1003938 |             11215
 864 |       1003938 |             11233
 865 |       1003938 |             93610
 866 |        531452 |             11457
 867 |        531452 |             16018
 868 |        531452 |             16026
 869 |        531452 |             11124
 870 |        531452 |             11143
 871 |        531452 |              2044
 872 |        531452 |             11052
 873 |        531452 |             11297
 874 |        531452 |              2049
 875 |        531452 |             11215
 876 |        531452 |             11282
 877 |        531452 |              2027
 878 |        531452 |          11420420
 879 |        531452 |             11529
 880 |        531452 |              6615
 881 |        531452 |             11477
 882 |        775913 |          10211821
 883 |        775913 |          10011693
 884 |        775913 |             11297
 885 |        775913 |             11215
 886 |        775913 |              6970
 887 |        775913 |             11282
 888 |        775913 |              1033
 889 |        775913 |          11120420
 890 |        775913 |           1032009
 891 |        775913 |           1001026
 892 |        775913 |           1055062
 893 |        775913 |             11887
 894 |        578414 |          10211821
 895 |        578414 |              6172
 896 |        578414 |          10020005
 897 |        578414 |             11297
 898 |        578414 |             11215
 899 |        578414 |             11260
 900 |        578414 |             11282
 901 |        610252 |              2044
 902 |        610252 |          10016034
 903 |        610252 |          10116034
 904 |        610252 |             11124
 905 |        610252 |             98849
 906 |        610252 |             11913
 907 |        610252 |             11215
 908 |        610252 |             11109
 909 |        610252 |             11282
 910 |        610252 |              2027
 911 |        610252 |              1033
 912 |        610252 |           1032009
 913 |        610252 |          10011457
 914 |        610252 |          10011485
 915 |        610252 |              2049
 916 |        610252 |              6615
 917 |        610252 |          10320124
 918 |        610252 |             11477
 919 |        730835 |             11011
 920 |        730835 |              2004
 921 |        730835 |          10011693
 922 |        730835 |             11124
 923 |        730835 |             11215
 924 |        730835 |           1022027
 925 |        730835 |             11233
 926 |        730835 |             93690
 927 |        730835 |             11304
 928 |        730835 |             20035
 929 |        730835 |          10611282
 930 |        730835 |             11477
 931 |        543872 |              2004
 932 |        543872 |             11531
 933 |        543872 |             11124
 934 |        543872 |             11143
 935 |        543872 |             11266
 936 |        543872 |              2023
 937 |        543872 |              2036
 938 |        543872 |              2042
 939 |        543872 |              2044
 940 |        543872 |             11297
 941 |        543872 |             11215
 942 |        543872 |          10093741
 943 |        543872 |              2027
 944 |        543872 |           1022068
 945 |        543872 |             23618
 946 |        543872 |             11353
 947 |        543872 |          10511282
(947 rows)

